file_id	dataset	tech_reps	bio_reps	download_url	target_label	biosample_short_name	mod_or_treament	lab	biosample_summary	description	biosample_accession	biosample_ontology_id	biosample_treatments	biosample_applied_mods	biosample_genetic_mods	linecount
/files/ENCFF951BQB/	/experiments/ENCSR000BRT/	1_1,2_1	1,2	/files/ENCFF951BQB/@@download/ENCFF951BQB.bed.gz	CBX3	K562	no-mod-or-treatment	richard-myers	K562	CBX3 ChIP-seq protocol v042211.1 on human K562	ENCBS109ENC	EFO:0002067	0	0	0	26789
/files/ENCFF105YDI/	/experiments/ENCSR387QUV/	1_1,2_1	1,2	/files/ENCFF105YDI/@@download/ENCFF105YDI.bed.gz	RELB	GM12878	no-mod-or-treatment	michael-snyder	GM12878	RELB ChIP-seq on human GM12878	ENCBS488GLI,ENCBS389LEA	EFO:0002784	0	0	0	48118
/files/ENCFF427RYJ/	/experiments/ENCSR000DTA/	1_1,2_1	1,2	/files/ENCFF427RYJ/@@download/ENCFF427RYJ.bed.gz	CTCF	brain-microvascular-endothelial-cell	no-mod-or-treatment	john-stamatoyannopoulos	brain microvascular endothelial cell	CTCF ChIP-seq on human HBMEC	ENCBS729HUF,ENCBS304AAA	CL:2000044	0	0	0	61719
/files/ENCFF178FRI/	/experiments/ENCSR000DWQ/	1_1,2_1	1,2	/files/ENCFF178FRI/@@download/ENCFF178FRI.bed.gz	CTCF	foreskin-fibroblast	no-mod-or-treatment	john-stamatoyannopoulos	foreskin fibroblast male newborn	CTCF ChIP-seq on human NHDF-neo	ENCBS271PJP,ENCBS748WVA	CL:1001608	0	0	0	47922
/files/ENCFF188TBM/	/experiments/ENCSR387UWP/	1_1,2_1	1,2	/files/ENCFF188TBM/@@download/ENCFF188TBM.bed.gz	HDAC1	K562	no-mod-or-treatment	michael-snyder	K562	HDAC1 ChIP-seq on human K562	ENCBS293ZDP,ENCBS543YEP	EFO:0002067	0	0	0	51427
/files/ENCFF757KYL/	/experiments/ENCSR000EFM/	1_1,2_1	1,2	/files/ENCFF757KYL/@@download/ENCFF757KYL.bed.gz	CEBPB	IMR-90	no-mod-or-treatment	michael-snyder	IMR-90	CEBPB ChIP-seq on human IMR90 produced by the Snyder lab	ENCBS379ENC	EFO:0001196	0	0	0	80110
/files/ENCFF545JVD/	/experiments/ENCSR000FBC/	1_1,2_1	1,2	/files/ENCFF545JVD/@@download/ENCFF545JVD.bed.gz	STAT2	K562	has-mod-or-treatment	sherman-weissman	K562 treated with interferon alpha for 6 hours	STAT2 ChIP-seq on human K562 treated with IFNa for 6 hours	ENCBS787AAA	EFO:0002067	1	0	0	2166
/files/ENCFF431GJK/	/experiments/ENCSR178DEG/	1_1,2_1	1,2	/files/ENCFF431GJK/@@download/ENCFF431GJK.bed.gz	eGFP-NR2C1	K562	has-mod-or-treatment	michael-snyder	K562 genetically modified using stable transfection	eGFP-NR2C1 ChIP-seq on human K562	ENCBS707WFI,ENCBS706YBL	EFO:0002067	0	1	1	24847
/files/ENCFF768VSH/	/experiments/ENCSR000BGZ/	1_1,2_1	1,2	/files/ENCFF768VSH/@@download/ENCFF768VSH.bed.gz	TCF12	GM12878	no-mod-or-treatment	richard-myers	GM12878	TCF12 ChIP-seq protocol PCR1x on human GM12878	ENCBS110ENC	EFO:0002784	0	0	0	25353
/files/ENCFF527EGF/	/experiments/ENCSR000EZU/	1_1,2_1	1,2	/files/ENCFF527EGF/@@download/ENCFF527EGF.bed.gz	MYC	K562	has-mod-or-treatment	sherman-weissman	K562 treated with Interferon gamma for 6 hours	MYC ChIP-seq on human K562 treated with IFNg for 6 hours	ENCBS789AAA	EFO:0002067	1	0	0	21794
/files/ENCFF860DSJ/	/experiments/ENCSR770PQN/	1_1,2_1	1,2	/files/ENCFF860DSJ/@@download/ENCFF860DSJ.bed.gz	eGFP-BCL11B	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-BCL11B ChIP-seq on human HEK293 cells.	ENCBS923OML,ENCBS395FBP	EFO:0001182	0	1	1	12559
/files/ENCFF425FVY/	/experiments/ENCSR000EHG/	1_1,2_1	1,2	/files/ENCFF425FVY/@@download/ENCFF425FVY.bed.gz	USF2	K562	no-mod-or-treatment	michael-snyder	K562	USF2 ChIP-seq on human K562	ENCBS039ENC	EFO:0002067	0	0	0	3542
/files/ENCFF635YMI/	/experiments/ENCSR000BGL/	1_1,2_1	1,2	/files/ENCFF635YMI/@@download/ENCFF635YMI.bed.gz	SIN3A	HepG2	no-mod-or-treatment	richard-myers	HepG2	SIN3A ChIP-seq protocol PCR1x on human HepG2	ENCBS114ENC	EFO:0001187	0	0	0	22971
/files/ENCFF661EXV/	/experiments/ENCSR065WUF/	1_1,2_1	1,2	/files/ENCFF661EXV/@@download/ENCFF661EXV.bed.gz	eGFP-KLF17	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-KLF17 ChIP-seq on human HEK293 cells.	ENCBS328EZX,ENCBS485LHG	EFO:0001182	0	1	1	28906
/files/ENCFF407VGB/	/experiments/ENCSR000BLR/	1_1,2_1	1,2	/files/ENCFF407VGB/@@download/ENCFF407VGB.bed.gz	SIN3A	K562	no-mod-or-treatment	richard-myers	K562	SIN3A ChIP-seq protocol v041610.1 on human K562	ENCBS109ENC	EFO:0002067	0	0	0	2072
/files/ENCFF313CII/	/experiments/ENCSR000BQS/	1_1,2_1	1,2	/files/ENCFF313CII/@@download/ENCFF313CII.bed.gz	REST	GM12878	no-mod-or-treatment	richard-myers	GM12878	REST ChIP-seq protocol PCR1x on human GM12878	ENCBS110ENC	EFO:0002784	0	0	0	6525
/files/ENCFF105TFM/	/experiments/ENCSR000BHU/	1_1,2_1	1,2	/files/ENCFF105TFM/@@download/ENCFF105TFM.bed.gz	RXRA	HepG2	no-mod-or-treatment	richard-myers	HepG2	RXRA ChIP-seq protocol PCR1x on human HepG2	ENCBS114ENC	EFO:0001187	0	0	0	26120
/files/ENCFF222ZHH/	/experiments/ENCSR000DON/	1_1,2_1	1,2	/files/ENCFF222ZHH/@@download/ENCFF222ZHH.bed.gz	FOS	MCF-10A	has-mod-or-treatment	kevin-struhl	MCF 10A originated from MCF 10A treated with 1 μM afimoxifene for 36 hours	FOS ChIP-seq on human MCF10A-Er-Src treated with 4-hydroxy-tamoxifen at 1uM for 36 hours	ENCBS067ENC	EFO:0001200	1	0	0	79531
/files/ENCFF687SSY/	/experiments/ENCSR330EXS/	1_1,2_1	1,2	/files/ENCFF687SSY/@@download/ENCFF687SSY.bed.gz	RBBP5	GM12878	no-mod-or-treatment	bradley-bernstein	GM12878		ENCBS155GIM,ENCBS830FPU	EFO:0002784	0	0	0	2007
/files/ENCFF762MGC/	/experiments/ENCSR000AHF/	1_1,2_1	1,2	/files/ENCFF762MGC/@@download/ENCFF762MGC.bed.gz	TAF1	MCF-7	no-mod-or-treatment	richard-myers	MCF-7	HAIB ChIP TAF1 in MCF-7	ENCBS001AAA,ENCBS000AAA	EFO:0001203	0	0	0	8240
/files/ENCFF881ONC/	/experiments/ENCSR031TFS/	1_1,2_1	1,2	/files/ENCFF881ONC/@@download/ENCFF881ONC.bed.gz	POLR2A	K562	no-mod-or-treatment	michael-snyder	K562	POLR2A ChIP-seq on human K562	ENCBS465MWC,ENCBS783WYV	EFO:0002067	0	0	0	25548
/files/ENCFF454QQD/	/experiments/ENCSR979QYJ/	1_1,2_1	1,2	/files/ENCFF454QQD/@@download/ENCFF454QQD.bed.gz	MNT	K562	no-mod-or-treatment	michael-snyder	K562	MNT ChIP-seq on human K562	ENCBS626VGF,ENCBS948ZNZ	EFO:0002067	0	0	0	22847
/files/ENCFF576BRL/	/experiments/ENCSR775HFF/	1_1,2_1	1,2	/files/ENCFF576BRL/@@download/ENCFF576BRL.bed.gz	eGFP-ZNF791	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF791 ChIP-seq on human HEK293 cells.	ENCBS335ETQ,ENCBS550ALC	EFO:0001182	0	1	1	4056
/files/ENCFF577FWL/	/experiments/ENCSR000EXH/	1_1,2_1	1,2	/files/ENCFF577FWL/@@download/ENCFF577FWL.bed.gz	SUZ12	NT2/D1	no-mod-or-treatment	peggy-farnham	NT2/D1	SUZ12 ChIP-seq on human NT2-D1	ENCBS810EWQ	EFO:0005236	0	0	0	5873
/files/ENCFF295HQJ/	/experiments/ENCSR069DPL/	1_1,2_1	1,2	/files/ENCFF295HQJ/@@download/ENCFF295HQJ.bed.gz	EZH2	neural-progenitor-cell	no-mod-or-treatment	bradley-bernstein	neural progenitor cell originated from H9		ENCBS044KWE,ENCBS018TPT	NTR:0000711	0	0	0	24378
/files/ENCFF054HJA/	/experiments/ENCSR000BJK/	1_1,2_1	1,2	/files/ENCFF054HJA/@@download/ENCFF054HJA.bed.gz	GABPA	HepG2	no-mod-or-treatment	richard-myers	HepG2	GABPA ChIP-seq protocol PCR2x on human HepG2	ENCBS114ENC	EFO:0001187	0	0	0	8106
/files/ENCFF139EBY/	/experiments/ENCSR000EFG/	1_1,2_1	1,2	/files/ENCFF139EBY/@@download/ENCFF139EBY.bed.gz	RCOR1	IMR-90	no-mod-or-treatment	michael-snyder	IMR-90	RCOR1 ChIP-seq on human IMR90 produced by the Snyder lab	ENCBS379ENC	EFO:0001196	0	0	0	10920
/files/ENCFF695MEK/	/experiments/ENCSR000DYB/	1_1,2_1	1,2	/files/ENCFF695MEK/@@download/ENCFF695MEK.bed.gz	CTCF	WI38	no-mod-or-treatment	john-stamatoyannopoulos	WI38	CTCF ChIP-seq on human WI-38	ENCBS606ENC,ENCBS157XHV	EFO:0001260	0	0	0	31093
/files/ENCFF225BXA/	/experiments/ENCSR817QKV/	1_1,2_1	1,2	/files/ENCFF225BXA/@@download/ENCFF225BXA.bed.gz	EP400	K562	no-mod-or-treatment	michael-snyder	K562	EP400 ChIP-seq on human K562	ENCBS906KIP,ENCBS320BUL	EFO:0002067	0	0	0	33545
/files/ENCFF830TFU/	/experiments/ENCSR637QAM/	1_1,2_1	1,2	/files/ENCFF830TFU/@@download/ENCFF830TFU.bed.gz	TRIM22	GM12878	no-mod-or-treatment	michael-snyder	GM12878	TRIM22 ChIP-seq on human GM12878	ENCBS260WJQ,ENCBS802GDX	EFO:0002784	0	0	0	24413
/files/ENCFF958GXF/	/experiments/ENCSR000BKB/	1_1,2_1	1,2	/files/ENCFF958GXF/@@download/ENCFF958GXF.bed.gz	MEF2A	GM12878	no-mod-or-treatment	richard-myers	GM12878	MEF2A ChIP-seq protocol PCR1x on human GM12878	ENCBS110ENC	EFO:0002784	0	0	0	22732
/files/ENCFF339AQP/	/experiments/ENCSR000EZV/	1_1,2_1	1,2	/files/ENCFF339AQP/@@download/ENCFF339AQP.bed.gz	MYC	K562	has-mod-or-treatment	sherman-weissman	K562 treated with interferon alpha for 6 hours	MYC ChIP-seq on human K562 treated with IFNa for 6 hours	ENCBS787AAA	EFO:0002067	1	0	0	12518
/files/ENCFF187CEY/	/experiments/ENCSR728MWW/	1_1,2_1	1,2	/files/ENCFF187CEY/@@download/ENCFF187CEY.bed.gz	eGFP-ZIC2	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZIC2 ChIP-seq on human HEK293 cells.	ENCBS629IXE,ENCBS763QCP	EFO:0001182	0	1	1	62912
/files/ENCFF740HPV/	/experiments/ENCSR000BIT/	1_1,2_1	1,2	/files/ENCFF740HPV/@@download/ENCFF740HPV.bed.gz	TCF12	H1-hESC	no-mod-or-treatment	richard-myers	H1-hESC	TCF12 ChIP-seq protocol PCR1x on human H1-hESC	ENCBS111ENC	EFO:0003042	0	0	0	12435
/files/ENCFF597KMH/	/experiments/ENCSR000EWY/	1_1,2_1	1,2	/files/ENCFF597KMH/@@download/ENCFF597KMH.bed.gz	ZNF274	NT2/D1	no-mod-or-treatment	peggy-farnham	NT2/D1	ZNF274 ChIP-seq on human NT2-D1	ENCBS810EWQ	EFO:0005236	0	0	0	1339
/files/ENCFF897ETK/	/experiments/ENCSR000EDY/	1_1,2_1	1,2	/files/ENCFF897ETK/@@download/ENCFF897ETK.bed.gz	BRCA1	HepG2	no-mod-or-treatment	michael-snyder	HepG2	BRCA1 ChIP-seq on human HepG2	ENCBS638AAA	EFO:0001187	0	0	0	2050
/files/ENCFF963VBB/	/experiments/ENCSR381VYR/	1_1,2_1	1,2	/files/ENCFF963VBB/@@download/ENCFF963VBB.bed.gz	eGFP-ZFP69B	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZFP69B ChIP-seq on human HEK293 cells.	ENCBS114DPO,ENCBS386IWZ	EFO:0001182	0	1	1	24317
/files/ENCFF278XOE/	/experiments/ENCSR000BHT/	1_1,2_1	1,2	/files/ENCFF278XOE/@@download/ENCFF278XOE.bed.gz	TAF1	HeLa-S3	no-mod-or-treatment	richard-myers	HeLa-S3	TAF1 ChIP-seq protocol PCR1x on human HeLa-S3	ENCBS113ENC	EFO:0002791	0	0	0	18569
/files/ENCFF556FYF/	/experiments/ENCSR888XZK/	1_1,2_1	1,2	/files/ENCFF556FYF/@@download/ENCFF556FYF.bed.gz	TCF7L2	K562	no-mod-or-treatment	michael-snyder	K562	TCF4 ChIP-seq on human K562	ENCBS201LYR,ENCBS207UAM	EFO:0002067	0	0	0	2146
/files/ENCFF663RUS/	/experiments/ENCSR000BPB/	1_1,2_1	1,2	/files/ENCFF663RUS/@@download/ENCFF663RUS.bed.gz	SIN3A	SK-N-SH	no-mod-or-treatment	richard-myers	SK-N-SH	SIN3A ChIP-seq protocol v041610.1 on human SK-N-SH	ENCBS428ENC	EFO:0003072	0	0	0	20523
/files/ENCFF594OZI/	/experiments/ENCSR000DQD/	1_1,2_1	1,2	/files/ENCFF594OZI/@@download/ENCFF594OZI.bed.gz	CTCF	BE2C	no-mod-or-treatment	john-stamatoyannopoulos	BE2C	CTCF ChIP-seq on human BE2-C	ENCBS271SFD,ENCBS982TUR	EFO:0005725	0	0	0	56637
/files/ENCFF238OFT/	/experiments/ENCSR919CZU/	1_1,2_1	1,2	/files/ENCFF238OFT/@@download/ENCFF238OFT.bed.gz	eGFP-EGR2	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-EGR2 ChIP-seq on human HEK293 cells.	ENCBS970WCY,ENCBS738RNR	EFO:0001182	0	1	1	62425
/files/ENCFF576YJD/	/experiments/ENCSR000EWM/	1_1,2_1	1,2	/files/ENCFF576YJD/@@download/ENCFF576YJD.bed.gz	GATA1	K562	no-mod-or-treatment	peggy-farnham	K562	GATA1 ChIP-seq on human K562	ENCBS667AAA	EFO:0002067	0	0	0	4426
/files/ENCFF662TMD/	/experiments/ENCSR909HMT/	1_1,2_1	1,2	/files/ENCFF662TMD/@@download/ENCFF662TMD.bed.gz	eGFP-ZEB1	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZEB1 ChIP-seq on human HEK293 cells.	ENCBS073ZEX,ENCBS472JNF	EFO:0001182	0	1	1	14087
/files/ENCFF543FNN/	/experiments/ENCSR000EGD/	1_1,2_1	1,2	/files/ENCFF543FNN/@@download/ENCFF543FNN.bed.gz	BACH1	K562	no-mod-or-treatment	michael-snyder	K562	BACH1 ChIP-seq on human K562 produced by the Snyder lab	ENCBS039ENC	EFO:0002067	0	0	0	4707
/files/ENCFF171SNH/	/experiments/ENCSR000DTO/	1_1,2_1	1,2	/files/ENCFF171SNH/@@download/ENCFF171SNH.bed.gz	CTCF	HCT116	no-mod-or-treatment	john-stamatoyannopoulos	HCT116	CTCF ChIP-seq on human HCT-116	ENCBS409ENC,ENCBS257IHV	EFO:0002824	0	0	0	52155
/files/ENCFF668ZRO/	/experiments/ENCSR229DYF/	1_1,2_1	1,2	/files/ENCFF668ZRO/@@download/ENCFF668ZRO.bed.gz	eGFP-ZBTB26	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZBTB26 ChIP-seq on human HEK293 cells.	ENCBS587LLP,ENCBS097KFU	EFO:0001182	0	1	1	35181
/files/ENCFF514RIE/	/experiments/ENCSR041ZIQ/	1_1,2_1	1,2	/files/ENCFF514RIE/@@download/ENCFF514RIE.bed.gz	eGFP-SALL1	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-SALL1 ChIP-seq on human HEK293 cells.	ENCBS308KSJ,ENCBS933NCW	EFO:0001182	0	1	1	1921
/files/ENCFF322YKQ/	/experiments/ENCSR211PZO/	1_1,2_1	1,2	/files/ENCFF322YKQ/@@download/ENCFF322YKQ.bed.gz	eGFP-GLI4	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-GLI4 ChIP-seq on human HEK293 cells.	ENCBS966YJO,ENCBS601JDX	EFO:0001182	0	1	1	6538
/files/ENCFF516QUC/	/experiments/ENCSR369NGL/	1_1,2_1	1,2	/files/ENCFF516QUC/@@download/ENCFF516QUC.bed.gz	POLR2AphosphoS5	GM23338	no-mod-or-treatment	richard-myers	GM23338 originated from GM23248	Chip-Seq on PGP1 iPSC	ENCBS368AAA,ENCBS373AAA	EFO:0007950	0	0	0	29011
/files/ENCFF511AZU/	/experiments/ENCSR534VHI/	1_1,2_1	1,2	/files/ENCFF511AZU/@@download/ENCFF511AZU.bed.gz	ETS1	GM23338	no-mod-or-treatment	richard-myers	GM23338 originated from GM23248	Chip-Seq on PGP1 iPSC	ENCBS368AAA,ENCBS373AAA	EFO:0007950	0	0	0	9613
/files/ENCFF661WFA/	/experiments/ENCSR993LMB/	1_1,2_1	1,2	/files/ENCFF661WFA/@@download/ENCFF661WFA.bed.gz	3xFLAG-TGIF2	HepG2	has-mod-or-treatment	richard-myers	HepG2 genetically modified using CRISPR	Chip-Seq on HepG2	ENCBS595FPT,ENCBS246HTK	EFO:0001187	0	1	1	20863
/files/ENCFF799KZP/	/experiments/ENCSR391IWM/	1_1,2_1	1,2	/files/ENCFF799KZP/@@download/ENCFF799KZP.bed.gz	KDM1A	GM12878	no-mod-or-treatment	bradley-bernstein	GM12878		ENCBS155GIM,ENCBS830FPU	EFO:0002784	0	0	0	458
/files/ENCFF382RFJ/	/experiments/ENCSR931HNY/	1_1,2_1	1,2	/files/ENCFF382RFJ/@@download/ENCFF382RFJ.bed.gz	NCOA1	K562	no-mod-or-treatment	michael-snyder	K562	NCOA1 ChIP-seq on human K562	ENCBS831ATS,ENCBS207UAM	EFO:0002067	0	0	0	16048
/files/ENCFF799CAL/	/experiments/ENCSR605MGM/	1_1,2_1	1,2	/files/ENCFF799CAL/@@download/ENCFF799CAL.bed.gz	eGFP-SCRT1	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-SCRT1 ChIP-seq on human HEK293 cells.	ENCBS570HPC,ENCBS869DNC	EFO:0001182	0	1	1	26948
/files/ENCFF558XIL/	/experiments/ENCSR411UYA/	1_1,2_1	1,2	/files/ENCFF558XIL/@@download/ENCFF558XIL.bed.gz	MTA2	K562	no-mod-or-treatment	michael-snyder	K562	MTA2 ChIP-seq on human K562	ENCBS850QNJ,ENCBS697XFI	EFO:0002067	0	0	0	14998
/files/ENCFF538GSS/	/experiments/ENCSR011NOZ/	1_1,2_1	1,2	/files/ENCFF538GSS/@@download/ENCFF538GSS.bed.gz	ZNF407	K562	no-mod-or-treatment	michael-snyder	K562	ZNF407 ChIP-seq on human K562	ENCBS839CNN,ENCBS576ESJ	EFO:0002067	0	0	0	5332
/files/ENCFF324ETS/	/experiments/ENCSR827NWO/	1_1,2_1	1,2	/files/ENCFF324ETS/@@download/ENCFF324ETS.bed.gz	eGFP-FEZF1	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-FEZF1 ChIP-seq on human HEK293 cells.	ENCBS416NEJ,ENCBS945GDK	EFO:0001182	0	1	1	33706
/files/ENCFF430PEI/	/experiments/ENCSR000EEI/	1_1,2_1	1,2	/files/ENCFF430PEI/@@download/ENCFF430PEI.bed.gz	JUND	HepG2	no-mod-or-treatment	michael-snyder	HepG2	JUND ChIP-seq on human HepG2	ENCBS638AAA	EFO:0001187	0	0	0	41319
/files/ENCFF652NES/	/experiments/ENCSR223MLH/	1_1,2_1	1,2	/files/ENCFF652NES/@@download/ENCFF652NES.bed.gz	BRCA1	K562	no-mod-or-treatment	michael-snyder	K562	BRCA1 ChIP-seq on human K562	ENCBS596DHR,ENCBS948ZNZ	EFO:0002067	0	0	0	815
/files/ENCFF086CTA/	/experiments/ENCSR000BNJ/	1_1,2_1	1,2	/files/ENCFF086CTA/@@download/ENCFF086CTA.bed.gz	HNF4G	HepG2	no-mod-or-treatment	richard-myers	HepG2	HNF4G ChIP-seq protocol v041610.1 on human HepG2	ENCBS114ENC	EFO:0001187	0	0	0	24099
/files/ENCFF704VDI/	/experiments/ENCSR882ERE/	1_1,2_1	1,2	/files/ENCFF704VDI/@@download/ENCFF704VDI.bed.gz	ZKSCAN1	K562	no-mod-or-treatment	michael-snyder	K562	ZKSCAN1 ChIP-seq on human K562	ENCBS626KTH,ENCBS720UTF	EFO:0002067	0	0	0	12164
/files/ENCFF558PJH/	/experiments/ENCSR000DOT/	1_1,2_1	1,2	/files/ENCFF558PJH/@@download/ENCFF558PJH.bed.gz	FOS	MCF-10A	has-mod-or-treatment	kevin-struhl	MCF 10A genetically modified using stable transfection treated with 0.01% ethanol for 36 hours	FOS ChIP-seq on human MCF10A-Er-Src treated with 0.01% ethanol	ENCBS618ENC	EFO:0001200	1	1	1	75813
/files/ENCFF118HUH/	/experiments/ENCSR000BRS/	1_1,2_1	1,2	/files/ENCFF118HUH/@@download/ENCFF118HUH.bed.gz	NR2F2	K562	no-mod-or-treatment	richard-myers	K562	NR2F2 ChIP-seq protocol v042211.1 on human K562	ENCBS109ENC	EFO:0002067	0	0	0	20930
/files/ENCFF140PUO/	/experiments/ENCSR000EDS/	1_1,2_1	1,2	/files/ENCFF140PUO/@@download/ENCFF140PUO.bed.gz	MAX	HepG2	no-mod-or-treatment	michael-snyder	HepG2	MAX ChIP-seq on human HepG2 produced by the Snyder lab	ENCBS638AAA	EFO:0001187	0	0	0	14555
/files/ENCFF481TNF/	/experiments/ENCSR895HSJ/	1_1,2_1	1,2	/files/ENCFF481TNF/@@download/ENCFF481TNF.bed.gz	SMARCA5	K562	no-mod-or-treatment	michael-snyder	K562	SMARCA5 ChIP-seq on human K562	ENCBS994WPS,ENCBS734NZL	EFO:0002067	0	0	0	19108
/files/ENCFF980VOD/	/experiments/ENCSR000BKA/	1_1,2_1	1,2	/files/ENCFF980VOD/@@download/ENCFF980VOD.bed.gz	ETS1	GM12878	no-mod-or-treatment	richard-myers	GM12878	ETS1 ChIP-seq protocol PCR1x on human GM12878	ENCBS110ENC	EFO:0002784	0	0	0	12922
/files/ENCFF789ZAT/	/experiments/ENCSR000EXR/	1_1,2_1	1,2	/files/ENCFF789ZAT/@@download/ENCFF789ZAT.bed.gz	GATA1	erythroblast	no-mod-or-treatment	peggy-farnham	erythroblast embryo (16-19 weeks)	GATA1 ChIP-seq on human PBDEFetal	ENCBS145AAA	CL:0000765	0	0	0	2470
/files/ENCFF963CGV/	/experiments/ENCSR000BIO/	1_1,2_1	1,2	/files/ENCFF963CGV/@@download/ENCFF963CGV.bed.gz	NR3C1	A549	has-mod-or-treatment	richard-myers	A549 treated with 0.02% ethanol for 1 hour	NR3C1 ChIP-seq (protocol PCR1x) on A549 treated with ethanol at 0.02%	ENCBS423ENC	EFO:0001086	1	0	0	665
/files/ENCFF517IXK/	/experiments/ENCSR000BRR/	1_1,2_1	1,2	/files/ENCFF517IXK/@@download/ENCFF517IXK.bed.gz	STAT5A	K562	no-mod-or-treatment	richard-myers	K562	STAT5A ChIP-seq protocol v042211.1 on human K562	ENCBS109ENC	EFO:0002067	0	0	0	13571
/files/ENCFF359XJQ/	/experiments/ENCSR307CKC/	1_1,2_1	1,2	/files/ENCFF359XJQ/@@download/ENCFF359XJQ.bed.gz	eGFP-ZNF680	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF680 ChIP-seq on human HEK293 cells.	ENCBS789RTN,ENCBS860LMD	EFO:0001182	0	1	1	10775
/files/ENCFF201YKU/	/experiments/ENCSR000EGO/	1_1,2_1	1,2	/files/ENCFF201YKU/@@download/ENCFF201YKU.bed.gz	RFX5	K562	no-mod-or-treatment	michael-snyder	K562	RFX5 ChIP-seq on human K562	ENCBS039ENC	EFO:0002067	0	0	0	2702
/files/ENCFF798HCA/	/experiments/ENCSR000EXX/	1_1,2_1	1,2	/files/ENCFF798HCA/@@download/ENCFF798HCA.bed.gz	POLR2A	Raji	no-mod-or-treatment	peggy-farnham	Raji	POLR2A ChIP-seq on human Raji	ENCBS260AAA	EFO:0002324	0	0	0	29691
/files/ENCFF236ZPP/	/experiments/ENCSR661AXW/	1_1,2_1	1,2	/files/ENCFF236ZPP/@@download/ENCFF236ZPP.bed.gz	eGFP-ZNF169	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF169 ChIP-seq on human HEK293 cells.	ENCBS713DJH,ENCBS554TKL	EFO:0001182	0	1	1	3109
/files/ENCFF618VMC/	/experiments/ENCSR000EFV/	1_1,2_1	1,2	/files/ENCFF618VMC/@@download/ENCFF618VMC.bed.gz	MAX	K562	no-mod-or-treatment	michael-snyder	K562	MAX ChIP-seq on human K562 produced by the Snyder lab	ENCBS039ENC	EFO:0002067	0	0	0	38430
/files/ENCFF589OOF/	/experiments/ENCSR711SNW/	1_1,2_1	1,2	/files/ENCFF589OOF/@@download/ENCFF589OOF.bed.gz	NCOA1	K562	no-mod-or-treatment	michael-snyder	K562	NCOA1 ChIP-seq on human K562	ENCBS839CNN,ENCBS048GNZ	EFO:0002067	0	0	0	1535
/files/ENCFF482CYW/	/experiments/ENCSR185FOY/	1_1,2_1	1,2	/files/ENCFF482CYW/@@download/ENCFF482CYW.bed.gz	eGFP-ZNF341	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF341 ChIP-seq on human HEK293 cells.	ENCBS015PWI,ENCBS020GOD	EFO:0001182	0	1	1	39661
/files/ENCFF637WCT/	/experiments/ENCSR000BQD/	1_1,2_1	1,2	/files/ENCFF637WCT/@@download/ENCFF637WCT.bed.gz	ESR1	T47D	has-mod-or-treatment	richard-myers	T47D treated with 100 nM bisphenol A for 30 minutes	ESR1 ChIP-seq (protocol v041610.2) on T-47D treated with bisphenol A at 100nM	ENCBS599ENC	EFO:0001247	1	0	0	4264
/files/ENCFF814YLC/	/experiments/ENCSR692HSE/	1_1,2_1	1,2	/files/ENCFF814YLC/@@download/ENCFF814YLC.bed.gz	eGFP-YY2	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-YY2 ChIP-seq on human HEK293 cells.	ENCBS957THJ,ENCBS828IPH	EFO:0001182	0	1	1	10625
/files/ENCFF136ZAK/	/experiments/ENCSR000DTL/	1_1,2_1	1,2	/files/ENCFF136ZAK/@@download/ENCFF136ZAK.bed.gz	CTCF	choroid-plexus-epithelial-cell	no-mod-or-treatment	john-stamatoyannopoulos	choroid plexus epithelial cell	CTCF ChIP-seq on human HCPEpiC	ENCBS559KYO,ENCBS395ENC	CL:0000706	0	0	0	62092
